ID,Latitud,Longitud,UTM_Este,UTM_Norte,Zona
37,37.79173158939812,-4.803633813347313,341192.38,4184239.63,30
38,37.79173158939812,-4.803066146631776,341242.37,4184238.66,30
39,37.79173158939812,-4.802498479916241,341292.35,4184237.7,30
40,37.79173158939812,-4.801930813200705,341342.34,4184236.74,30
41,37.79173158939812,-4.801363146485168,341392.33,4184235.77,30
42,37.79173158939812,-4.800795479769632,341442.31,4184234.81,30
43,37.79173158939812,-4.800227813054096,341492.3,4184233.85,30
44,37.79173158939812,-4.799660146338559,341542.29,4184232.88,30
45,37.79173158939812,-4.799092479623023,341592.27,4184231.92,30
46,37.79173158939812,-4.798524812907488,341642.26,4184230.96,30
47,37.79173158939812,-4.797957146191951,341692.25,4184230.0,30
48,37.79173158939812,-4.797389479476415,341742.23,4184229.04,30
49,37.79173158939812,-4.796821812760879,341792.22,4184228.08,30
50,37.79173158939812,-4.796254146045342,341842.21,4184227.12,30
51,37.79173158939812,-4.795686479329806,341892.19,4184226.15,30
52,37.79212171360039,-4.803917646705081,341168.22,4184283.4,30
53,37.79212171360039,-4.8033499799895445,341218.21,4184282.44,30
54,37.79212171360039,-4.802782313274009,341268.2,4184281.47,30
55,37.79212171360039,-4.802214646558473,341318.18,4184280.51,30
56,37.79212171360039,-4.801646979842936,341368.17,4184279.54,30
57,37.79212171360039,-4.8010793131274,341418.15,4184278.58,30
58,37.79212171360039,-4.800511646411864,341468.14,4184277.62,30
59,37.79212171360039,-4.7999439796963275,341518.13,4184276.65,30
60,37.79212171360039,-4.799376312980791,341568.11,4184275.69,30
61,37.79212171360039,-4.798808646265256,341618.1,4184274.73,30
62,37.79212171360039,-4.798240979549719,341668.09,4184273.77,30
63,37.79212171360039,-4.797673312834183,341718.07,4184272.81,30
64,37.79212171360039,-4.797105646118647,341768.06,4184271.85,30
65,37.79212171360039,-4.79653797940311,341818.04,4184270.88,30
66,37.79212171360039,-4.795970312687574,341868.03,4184269.92,30
67,37.79212171360039,-4.795402645972038,341918.02,4184268.96,30
68,37.79251183780266,-4.803633813347313,341194.05,4184326.21,30
69,37.79251183780266,-4.803066146631776,341244.04,4184325.24,30
70,37.79251183780266,-4.802498479916241,341294.02,4184324.28,30
71,37.79251183780266,-4.801930813200705,341344.01,4184323.31,30
72,37.79251183780266,-4.801363146485168,341394.0,4184322.35,30
73,37.79251183780266,-4.800795479769632,341443.98,4184321.39,30
74,37.79251183780266,-4.800227813054096,341493.97,4184320.43,30
75,37.79251183780266,-4.799660146338559,341543.95,4184319.46,30
76,37.79251183780266,-4.799092479623023,341593.94,4184318.5,30
77,37.79251183780266,-4.798524812907488,341643.93,4184317.54,30
78,37.79251183780266,-4.797957146191951,341693.91,4184316.58,30
79,37.79251183780266,-4.797389479476415,341743.9,4184315.62,30
80,37.79251183780266,-4.796821812760879,341793.88,4184314.65,30
81,37.79251183780266,-4.796254146045342,341843.87,4184313.69,30
82,37.79251183780266,-4.795686479329806,341893.85,4184312.73,30
83,37.79290196200493,-4.8033499799895445,341219.88,4184369.01,30
84,37.79290196200493,-4.802782313274009,341269.87,4184368.05,30
85,37.79290196200493,-4.802214646558473,341319.85,4184367.09,30
86,37.79290196200493,-4.801646979842936,341369.84,4184366.12,30
87,37.79290196200493,-4.8010793131274,341419.82,4184365.16,30
88,37.79290196200493,-4.800511646411864,341469.81,4184364.2,30
89,37.79290196200493,-4.7999439796963275,341519.79,4184363.23,30
90,37.79290196200493,-4.799376312980791,341569.78,4184362.27,30
91,37.79290196200493,-4.798808646265256,341619.77,4184361.31,30
92,37.79290196200493,-4.798240979549719,341669.75,4184360.35,30
93,37.79290196200493,-4.797673312834183,341719.74,4184359.38,30
94,37.79290196200493,-4.797105646118647,341769.72,4184358.42,30
95,37.79290196200493,-4.79653797940311,341819.71,4184357.46,30
96,37.79290196200493,-4.795970312687574,341869.69,4184356.5,30
97,37.79290196200493,-4.795402645972038,341919.68,4184355.54,30
98,37.7932920862072,-4.802498479916241,341295.69,4184410.86,30
99,37.7932920862072,-4.801930813200705,341345.68,4184409.89,30
100,37.7932920862072,-4.801363146485168,341395.66,4184408.93,30
101,37.7932920862072,-4.800795479769632,341445.65,4184407.97,30
102,37.7932920862072,-4.800227813054096,341495.64,4184407.0,30
103,37.7932920862072,-4.799660146338559,341545.62,4184406.04,30
104,37.7932920862072,-4.799092479623023,341595.61,4184405.08,30
105,37.7932920862072,-4.798524812907488,341645.59,4184404.12,30
106,37.7932920862072,-4.797957146191951,341695.58,4184403.15,30
107,37.7932920862072,-4.797389479476415,341745.56,4184402.19,30
108,37.7932920862072,-4.796821812760879,341795.55,4184401.23,30
109,37.7932920862072,-4.796254146045342,341845.53,4184400.27,30
110,37.7932920862072,-4.795686479329806,341895.52,4184399.31,30
111,37.7932920862072,-4.79511881261427,341945.5,4184398.35,30
112,37.79368221040947,-4.8010793131274,341421.49,4184451.74,30
113,37.79368221040947,-4.800511646411864,341471.48,4184450.77,30
114,37.79368221040947,-4.7999439796963275,341521.46,4184449.81,30
115,37.79368221040947,-4.799376312980791,341571.45,4184448.85,30
116,37.79368221040947,-4.798808646265256,341621.43,4184447.89,30
117,37.79368221040947,-4.798240979549719,341671.42,4184446.92,30
118,37.79368221040947,-4.797673312834183,341721.4,4184445.96,30
119,37.79368221040947,-4.797105646118647,341771.39,4184445.0,30
120,37.79368221040947,-4.79653797940311,341821.37,4184444.04,30
